transaction_id,customer_id,age,gender,location,loyalty_tier,category,product,price,quantity,total_amount,rating,review,sentiment,payment_method,timestamp,will_purchase_again
TXN014928,CUST00286,47,Female,San Diego,Bronze,Sports,Tennis Racket,182.76,4,731.04,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Apple Pay,2024-02-22 00:00:00,1
TXN002635,CUST00759,33,Male,New York,Bronze,Jewelry,Gold Ring,455.43,4,1821.72,3.0,"It's alright. Nothing to write home about, just average.",Neutral,PayPal,2024-11-13 00:00:00,1
TXN007545,CUST00090,33,Female,Houston,Gold,Books,Cookbook,29.42,2,58.84,3.0,Decent product for the price. Some minor issues though.,Neutral,Credit Card,2022-09-04 00:00:00,1
TXN007605,CUST00569,50,Male,San Jose,Bronze,Beauty,Face Cream,76.44,1,76.44,3.0,Decent product for the price. Some minor issues though.,Neutral,Debit Card,2023-12-21 00:00:00,0
TXN003490,CUST01978,52,Male,San Diego,Bronze,Toys,Board Game,75.57,1,75.57,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Google Pay,2022-09-01 00:00:00,0
TXN001038,CUST00905,27,Male,Philadelphia,Silver,Grocery,Nuts Mix,32.87,5,164.35,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Credit Card,2022-04-14 00:00:00,1
TXN010449,CUST01366,46,Male,Philadelphia,Bronze,Sports,Tennis Racket,219.51,3,658.53,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Apple Pay,2023-10-19 00:00:00,0
TXN012621,CUST00226,66,Male,Los Angeles,Gold,Beauty,Perfume,58.0,1,58.0,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Apple Pay,2024-07-03 00:00:00,1
TXN001750,CUST01420,41,Other,Chicago,Bronze,Grocery,Olive Oil,40.09,1,40.09,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Credit Card,2024-01-30 00:00:00,1
TXN008506,CUST01821,49,Other,Los Angeles,Silver,Grocery,Olive Oil,25.35,1,25.35,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Debit Card,2023-01-01 00:00:00,1
TXN002650,CUST01351,57,Male,Philadelphia,Platinum,Toys,LEGO Set,99.6,5,498.0,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2024-02-21 00:00:00,1
TXN010474,CUST01871,19,Male,San Diego,Gold,Electronics,Smartphone,318.85,1,318.85,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Apple Pay,2023-10-16 00:00:00,0
TXN002980,CUST01282,26,Female,New York,Bronze,Jewelry,Diamond Earrings,388.59,5,1942.95,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2022-11-22 00:00:00,0
TXN002548,CUST00109,25,Other,Dallas,Bronze,Automotive,Car Cover,76.81,5,384.05,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Debit Card,2022-07-03 00:00:00,1
TXN005133,CUST01304,64,Other,Los Angeles,Silver,Home & Kitchen,Blender,189.26,3,567.78,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2024-10-24 00:00:00,1
TXN002160,CUST01058,26,Other,Los Angeles,Silver,Beauty,Sunscreen,18.72,1,18.72,3.0,"Product is okay, does the job but nothing special.",Neutral,Google Pay,2024-03-18 00:00:00,0
TXN011330,CUST01202,69,Female,San Diego,Silver,Electronics,Camera,510.5,2,1021.0,2.0,Disgusting quality. Returning immediately. This is completely unacceptable.,Negative,PayPal,2022-04-12 00:00:00,0
TXN009115,CUST01248,37,Other,Phoenix,Bronze,Home & Kitchen,Lamp,100.07,5,500.35,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2023-03-11 00:00:00,1
TXN006446,CUST00893,69,Female,Los Angeles,Bronze,Clothing,Dress,61.26,2,122.52,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2024-03-09 00:00:00,0
TXN003968,CUST01144,18,Other,San Jose,Bronze,Home & Kitchen,Cookware,78.93,2,157.86,,Decent product for the price. Some minor issues though.,Neutral,Debit Card,2022-11-07 00:00:00,0
TXN001429,CUST00516,22,Other,Houston,Bronze,Sports,Yoga Mat,122.65,1,122.65,1.0,Horrible experience! Customer service was useless and product failed.,Negative,Apple Pay,2023-08-23 00:00:00,1
TXN013003,CUST00868,47,Male,San Jose,Bronze,Beauty,Shampoo,65.37,5,326.85,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Credit Card,2022-08-11 00:00:00,1
TXN002521,CUST00214,41,Female,San Jose,Gold,Books,Self-Help,43.01,3,129.03,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2023-06-30 00:00:00,1
TXN014337,CUST00763,27,Female,San Antonio,Gold,Sports,Tennis Racket,92.39,2,184.78,4.0,,Positive,Google Pay,2022-09-24 00:00:00,0
TXN008034,CUST01854,48,Female,Los Angeles,Silver,Automotive,Car Cover,69.29,4,277.16,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2024-12-13 00:00:00,0
TXN013253,CUST00022,47,Other,Los Angeles,Silver,Sports,Dumbbells,227.46,1,227.46,3.0,"Product is okay, does the job but nothing special.",Neutral,PayPal,2023-05-05 00:00:00,1
TXN013356,CUST00688,44,Female,Los Angeles,Bronze,Toys,LEGO Set,58.14,3,174.42,1.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,PayPal,2024-07-17 00:00:00,0
TXN011415,CUST01604,48,Other,Los Angeles,Platinum,Beauty,Face Cream,58.35,5,291.75,,Outstanding quality! The product is even better than the pictures.,Positive,PayPal,2022-05-26 00:00:00,0
TXN000449,CUST01872,49,Male,Los Angeles,Bronze,Toys,Puzzle,79.14,1,79.14,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Google Pay,2023-04-06 00:00:00,0
TXN014916,CUST01342,66,Male,San Diego,Gold,Home & Kitchen,Coffee Maker,65.88,2,131.76,1.0,Disgusting quality. Returning immediately. This is completely unacceptable.,Negative,Google Pay,2022-10-28 00:00:00,0
TXN009477,CUST00360,44,Male,San Antonio,Bronze,Beauty,Face Cream,82.62,4,330.48,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Debit Card,2022-08-17 00:00:00,1
TXN005996,CUST01109,23,Female,Philadelphia,Platinum,Electronics,Smartphone,591.68,1,591.68,,Great quality and fast shipping. Will definitely buy again.,Positive,Credit Card,2023-04-01 00:00:00,0
TXN012401,CUST01047,39,Other,Dallas,Gold,Home & Kitchen,Lamp,105.37,1,105.37,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2024-01-11 00:00:00,1
TXN003728,CUST01962,61,Other,Dallas,Bronze,Books,Biography,33.19,5,165.95,2.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Apple Pay,2022-02-17 00:00:00,0
TXN007354,CUST01175,50,Female,Phoenix,Platinum,Beauty,Shampoo,65.16,4,260.64,2.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Debit Card,2023-10-27 00:00:00,0
TXN008554,CUST01686,30,Other,Los Angeles,Gold,Electronics,Laptop,683.2,5,3416.0,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2022-05-26 00:00:00,1
TXN006280,CUST00537,53,Male,New York,Bronze,Books,Biography,49.02,2,98.04,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Debit Card,2024-08-15 00:00:00,1
TXN013833,CUST00824,18,Male,San Antonio,Bronze,Sports,Dumbbells,143.72,3,431.16,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Apple Pay,2022-02-28 00:00:00,1
TXN007296,CUST00072,59,Female,Dallas,Silver,Books,Cookbook,17.43,3,52.29,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2022-08-08 00:00:00,1
TXN009497,CUST00369,65,Male,Dallas,Silver,Sports,Dumbbells,217.97,4,871.88,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Apple Pay,2023-07-01 00:00:00,1
TXN006252,CUST01719,65,Male,San Antonio,Bronze,Books,Cookbook,20.48,4,81.92,2.0,Complete waste of money. Does not work as advertised at all.,Negative,Apple Pay,2023-01-16 00:00:00,0
TXN005927,CUST01728,29,Other,Phoenix,Bronze,Books,Self-Help,25.15,1,25.15,5.0,Outstanding quality! The product is even better than the pictures.,Positive,Apple Pay,2022-08-30 00:00:00,1
TXN002461,CUST01887,36,Female,Philadelphia,Silver,Jewelry,Watch,402.76,3,1208.28,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Google Pay,2022-11-15 00:00:00,1
TXN000023,CUST01342,66,Male,San Diego,Gold,Sports,Yoga Mat,127.45,1,127.45,3.0,"It's alright. Nothing to write home about, just average.",Neutral,Credit Card,2022-09-13 00:00:00,0
TXN002067,CUST01610,23,Other,San Antonio,Gold,Home & Kitchen,Coffee Maker,194.53,1,194.53,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2023-02-14 00:00:00,1
TXN001654,CUST01605,38,Female,Los Angeles,Silver,Sports,Yoga Mat,100.61,5,503.05,,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Google Pay,2023-01-04 00:00:00,1
TXN008895,CUST01450,37,Male,Phoenix,Silver,Home & Kitchen,Lamp,154.25,5,771.25,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2022-02-02 00:00:00,1
TXN008707,CUST00880,68,Female,Philadelphia,Bronze,Clothing,T-Shirt,125.78,1,125.78,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Debit Card,2024-08-29 00:00:00,0
TXN010936,CUST01123,26,Female,San Diego,Silver,Sports,Bicycle,166.08,5,830.4,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Debit Card,2023-09-06 00:00:00,0
TXN001377,CUST00900,68,Other,Houston,Silver,Automotive,Floor Mats,83.27,1,83.27,5.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2024-03-14 00:00:00,1
TXN001725,CUST00937,49,Male,Dallas,Silver,Beauty,Perfume,37.42,4,149.68,4.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2022-11-26 00:00:00,1
TXN010661,CUST00405,67,Other,San Antonio,Bronze,Jewelry,Watch,472.77,1,472.77,3.0,Acceptable product. Some assembly required and instructions unclear.,Neutral,Apple Pay,2022-03-22 00:00:00,1
TXN003755,CUST01815,22,Female,Chicago,Bronze,Clothing,Dress,98.31,4,393.24,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,PayPal,2022-01-22 00:00:00,1
TXN010518,CUST01460,55,Female,Dallas,Silver,Automotive,Car Cover,68.86,4,275.44,5.0,Very happy with this purchase. Great customer service too.,Positive,Google Pay,2023-09-26 00:00:00,1
TXN008653,CUST01620,43,Male,San Diego,Bronze,Toys,Action Figure,27.42,4,109.68,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,Debit Card,2024-06-08 00:00:00,1
TXN004184,CUST01127,32,Male,Dallas,Silver,Jewelry,Watch,404.58,5,2022.9,4.0,Very happy with this purchase. Great customer service too.,Positive,Debit Card,2024-04-13 00:00:00,1
TXN004083,CUST01893,51,Female,San Diego,Silver,Home & Kitchen,Lamp,52.1,3,156.3,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2024-12-28 00:00:00,0
TXN009679,CUST00047,56,Female,New York,Silver,Home & Kitchen,Blender,131.62,3,394.86,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,PayPal,2022-05-01 00:00:00,0
TXN011871,CUST01047,39,Other,Dallas,Gold,Books,Science Book,34.15,1,34.15,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Google Pay,2022-10-05 00:00:00,0
TXN008475,CUST00832,22,Female,New York,Silver,Home & Kitchen,Cookware,101.17,4,404.68,5.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Google Pay,2022-11-14 00:00:00,1
TXN006580,CUST01362,47,Other,San Diego,Platinum,Electronics,Laptop,729.62,3,2188.86,3.0,Decent product for the price. Some minor issues though.,Neutral,Google Pay,2023-05-17 00:00:00,0
TXN004559,CUST01678,59,Female,Phoenix,Bronze,Jewelry,Diamond Earrings,353.6,1,353.6,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Debit Card,2024-10-22 00:00:00,0
TXN003538,CUST01963,45,Other,Philadelphia,Bronze,Automotive,Tire Inflator,124.8,5,624.0,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Debit Card,2023-02-12 00:00:00,1
TXN012938,CUST00151,26,Female,San Antonio,Gold,Home & Kitchen,Lamp,83.88,2,167.76,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Credit Card,2024-09-26 00:00:00,0
TXN007004,CUST01996,63,Female,San Diego,Bronze,Grocery,Organic Coffee,56.48,2,112.96,3.0,"Product is okay, does the job but nothing special.",Neutral,PayPal,2024-10-02 00:00:00,0
TXN010774,CUST00037,64,Female,Chicago,Bronze,Grocery,Green Tea,36.06,3,108.18,2.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Credit Card,2023-11-14 00:00:00,0
TXN009561,CUST00245,28,Male,San Diego,Platinum,Jewelry,Silver Necklace,187.9,1,187.9,5.0,Excellent value for money. Works as described and ships quickly.,Positive,Debit Card,2023-01-23 00:00:00,0
TXN014652,CUST01285,31,Female,San Diego,Platinum,Beauty,Sunscreen,30.81,1,30.81,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,PayPal,2023-03-17 00:00:00,1
TXN012710,CUST00471,47,Male,Dallas,Silver,Toys,Board Game,103.07,1,103.07,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Credit Card,2023-08-24 00:00:00,1
TXN008790,CUST01203,47,Male,Los Angeles,Gold,Sports,Tennis Racket,218.21,1,218.21,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Apple Pay,2022-03-22 00:00:00,1
TXN009952,CUST00566,29,Female,Houston,Bronze,Home & Kitchen,Blender,197.66,1,197.66,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2024-10-23 00:00:00,1
TXN000647,CUST01039,23,Other,Phoenix,Silver,Clothing,Shoes,78.71,2,157.42,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2024-03-31 00:00:00,1
TXN006382,CUST01725,66,Female,Chicago,Bronze,Beauty,Perfume,50.47,1,50.47,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Google Pay,2023-07-31 00:00:00,0
TXN007528,CUST00987,62,Other,Houston,Gold,Electronics,Smartphone,647.9,5,3239.5,3.0,Decent product for the price. Some minor issues though.,Neutral,Google Pay,2022-06-09 00:00:00,0
TXN014986,CUST00005,60,Female,San Antonio,Silver,Electronics,Headphones,528.65,1,528.65,2.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Credit Card,2022-09-25 00:00:00,0
TXN012447,CUST01536,53,Male,Philadelphia,Platinum,Jewelry,Silver Necklace,467.63,3,1402.89,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Google Pay,2023-08-14 00:00:00,1
TXN007166,CUST01341,38,Female,Phoenix,Gold,Books,Cookbook,27.92,5,139.6,3.0,"Product is okay, does the job but nothing special.",Neutral,Debit Card,2022-08-17 00:00:00,0
TXN011661,CUST00927,25,Other,San Jose,Gold,Beauty,Face Cream,43.37,3,130.11,3.0,Average quality. Meets basic requirements but could be better.,Neutral,Credit Card,2022-10-18 00:00:00,1
TXN012318,CUST00274,50,Other,Houston,Silver,Books,Fiction Novel,39.32,1,39.32,5.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2024-06-24 00:00:00,0
TXN007698,CUST01725,66,Female,Chicago,Bronze,Clothing,T-Shirt,47.66,3,142.98,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2024-11-10 00:00:00,1
TXN011183,CUST00119,59,Male,San Diego,Bronze,Automotive,Dash Cam,103.69,1,103.69,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Credit Card,2023-02-21 00:00:00,1
TXN014706,CUST00421,56,Male,Phoenix,Bronze,Grocery,Organic Coffee,61.24,1,61.24,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Credit Card,2022-01-17 00:00:00,1
TXN004876,CUST01060,68,Other,Philadelphia,Platinum,Sports,Tennis Racket,155.88,4,623.52,5.0,Very happy with this purchase. Great customer service too.,Positive,Google Pay,2022-09-11 00:00:00,1
TXN010737,CUST00539,69,Female,Phoenix,Platinum,Beauty,Sunscreen,73.81,3,221.43,2.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Credit Card,2023-05-26 00:00:00,0
TXN013286,CUST00130,40,Male,Philadelphia,Bronze,Grocery,Organic Coffee,14.34,4,57.36,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,Google Pay,2022-01-16 00:00:00,0
TXN005342,CUST00280,28,Other,Phoenix,Gold,Beauty,Perfume,56.43,3,169.29,5.0,Absolutely love this product! Exceeded all my expectations.,Positive,Google Pay,2022-07-31 00:00:00,1
TXN013194,CUST00458,60,Male,San Diego,Gold,Jewelry,Watch,125.69,3,377.07,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,PayPal,2024-06-29 00:00:00,0
TXN012259,CUST01058,26,Other,Los Angeles,Silver,Sports,Dumbbells,103.6,3,310.8,1.0,Horrible experience! Customer service was useless and product failed.,Negative,Debit Card,2022-11-20 00:00:00,0
TXN012181,CUST00635,30,Other,Houston,Gold,Clothing,T-Shirt,43.6,1,43.6,5.0,Excellent value for money. Works as described and ships quickly.,Positive,PayPal,2024-06-14 00:00:00,0
TXN007032,CUST01436,24,Other,San Antonio,Gold,Home & Kitchen,Vacuum,105.62,5,528.1,4.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2023-02-15 00:00:00,1
TXN002161,CUST00953,43,Male,San Diego,Platinum,Home & Kitchen,Vacuum,146.27,4,585.08,4.0,Fantastic! This product changed my life. So glad I bought it.,Positive,Credit Card,2022-06-24 00:00:00,1
TXN000686,CUST00357,68,Male,Phoenix,Gold,Grocery,Nuts Mix,22.2,3,66.6,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2024-04-09 00:00:00,1
TXN012306,CUST01912,18,Other,Chicago,Silver,Beauty,Sunscreen,26.36,2,52.72,1.0,Do not buy this! It is a scam. Product quality is absolutely terrible.,Negative,Google Pay,2023-04-17 00:00:00,0
TXN011436,CUST01847,44,Female,San Jose,Silver,Grocery,Olive Oil,15.59,1,15.59,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,Credit Card,2022-07-21 00:00:00,1
TXN002462,CUST01583,54,Male,San Diego,Silver,Books,Cookbook,37.26,4,149.04,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2024-03-09 00:00:00,1
TXN012276,CUST00910,41,Female,Chicago,Silver,Toys,Doll,65.82,4,263.28,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Debit Card,2024-11-18 00:00:00,1
TXN011030,CUST00077,61,Male,San Antonio,Silver,Jewelry,Watch,359.36,1,359.36,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Credit Card,2022-01-25 00:00:00,0
TXN011890,CUST00180,59,Female,San Jose,Platinum,Sports,Tennis Racket,162.13,1,162.13,4.0,,Positive,Credit Card,2022-08-30 00:00:00,1
TXN007129,CUST01011,39,Other,Los Angeles,Silver,Books,Cookbook,36.47,3,109.41,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,Credit Card,2023-01-11 00:00:00,0
TXN006268,CUST00112,68,Male,Philadelphia,Bronze,Books,Fiction Novel,22.79,3,68.37,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Apple Pay,2024-09-30 00:00:00,1
TXN004942,CUST01296,63,Male,Dallas,Silver,Automotive,Car Cover,128.42,4,513.68,2.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,PayPal,2023-08-08 00:00:00,0
TXN005947,CUST01414,45,Female,Dallas,Silver,Electronics,Headphones,330.6,5,1653.0,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Credit Card,2022-06-01 00:00:00,1
TXN004584,CUST01314,43,Female,San Jose,Bronze,Jewelry,Diamond Earrings,309.25,3,927.75,5.0,Very happy with this purchase. Great customer service too.,Positive,Credit Card,2022-12-06 00:00:00,1
TXN005785,CUST01577,59,Other,Chicago,Gold,Jewelry,Bracelet,331.8,4,1327.2,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,PayPal,2023-05-03 00:00:00,1
TXN012233,CUST01576,57,Female,New York,Bronze,Clothing,Dress,90.34,2,180.68,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2024-02-27 00:00:00,0
TXN010423,CUST01818,67,Other,Philadelphia,Gold,Beauty,Shampoo,42.62,5,213.1,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Google Pay,2022-06-23 00:00:00,0
TXN007570,CUST01468,61,Female,Phoenix,Gold,Home & Kitchen,Cookware,51.45,5,257.25,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Google Pay,2024-01-16 00:00:00,0
TXN013175,CUST00679,34,Male,New York,Bronze,Home & Kitchen,Coffee Maker,123.82,5,619.1,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Debit Card,2022-07-29 00:00:00,1
TXN010513,CUST00088,57,Female,Philadelphia,Platinum,Sports,Yoga Mat,114.13,2,228.26,4.0,Very happy with this purchase. Great customer service too.,Positive,Apple Pay,2023-09-03 00:00:00,1
TXN000522,CUST00079,27,Other,Los Angeles,Bronze,Home & Kitchen,Coffee Maker,113.65,4,454.6,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,PayPal,2023-07-17 00:00:00,0
TXN008715,CUST01067,23,Male,San Antonio,Bronze,Sports,Tennis Racket,130.77,5,653.85,5.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Google Pay,2023-04-21 00:00:00,0
TXN013611,CUST01126,28,Female,San Diego,Bronze,Home & Kitchen,Blender,164.58,3,493.74,4.0,Absolutely love this product! Exceeded all my expectations.,Positive,Apple Pay,2024-10-29 00:00:00,0
TXN000971,CUST01226,41,Male,Chicago,Bronze,Clothing,Jeans,100.35,4,401.4,2.0,Disgusting quality. Returning immediately. This is completely unacceptable.,Negative,Debit Card,2024-07-11 00:00:00,1
TXN003984,CUST00174,49,Male,San Diego,Bronze,Home & Kitchen,Vacuum,90.2,5,451.0,4.0,Very happy with this purchase. Great customer service too.,Positive,PayPal,2024-04-03 00:00:00,0
TXN014782,CUST00017,20,Female,Philadelphia,Silver,Clothing,Jeans,70.64,4,282.56,4.0,"Five stars all the way! Perfect product, fast delivery.",Positive,Debit Card,2024-06-08 00:00:00,1
TXN013383,CUST01192,20,Female,Chicago,Silver,Electronics,Smartphone,154.39,2,308.78,3.0,"Not bad, not great. Pretty much what I expected for the price.",Neutral,Credit Card,2023-10-10 00:00:00,0
TXN000781,CUST01795,26,Other,Phoenix,Gold,Beauty,Lipstick,38.9,4,155.6,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,PayPal,2022-07-30 00:00:00,1
TXN010614,CUST00739,62,Other,Chicago,Bronze,Home & Kitchen,Vacuum,136.29,4,545.16,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2022-02-04 00:00:00,1
TXN013685,CUST00431,53,Female,Philadelphia,Silver,Beauty,Face Cream,25.61,4,102.44,5.0,Great quality and fast shipping. Will definitely buy again.,Positive,Credit Card,2022-06-30 00:00:00,0
TXN005608,CUST00766,25,Male,San Jose,Bronze,Automotive,Tire Inflator,98.08,3,294.24,5.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Apple Pay,2024-06-11 00:00:00,1
TXN005979,CUST01001,52,Female,Los Angeles,Gold,Beauty,Perfume,21.64,4,86.56,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Credit Card,2022-07-16 00:00:00,1
TXN008844,CUST01347,66,Other,Los Angeles,Silver,Jewelry,Bracelet,378.78,3,1136.34,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Debit Card,2024-03-18 00:00:00,1
TXN003748,CUST01224,53,Female,San Antonio,Bronze,Books,Science Book,16.79,3,50.37,5.0,Very happy with this purchase. Great customer service too.,Positive,PayPal,2023-01-05 00:00:00,1
TXN002197,CUST00446,49,Male,Houston,Gold,Electronics,Headphones,224.91,2,449.82,2.0,Extremely disappointed. Nothing like the pictures shown on website.,Negative,Debit Card,2022-06-06 00:00:00,0
TXN008562,CUST01863,35,Other,Phoenix,Bronze,Grocery,Protein Bar,21.06,2,42.12,5.0,Very happy with this purchase. Great customer service too.,Positive,PayPal,2023-02-03 00:00:00,1
TXN002053,CUST00059,24,Male,Houston,Silver,Jewelry,Diamond Earrings,201.9,2,403.8,5.0,Fantastic! This product changed my life. So glad I bought it.,Positive,PayPal,2023-03-22 00:00:00,1
TXN004286,CUST00158,49,Female,Houston,Gold,Electronics,Tablet,617.04,2,1234.08,4.0,Outstanding quality! The product is even better than the pictures.,Positive,Apple Pay,2023-03-07 00:00:00,0
TXN008570,CUST01923,69,Other,Los Angeles,Platinum,Toys,Action Figure,87.82,4,351.28,4.0,Excellent value for money. Works as described and ships quickly.,Positive,Credit Card,2022-03-16 00:00:00,1
TXN010409,CUST01837,45,Other,Dallas,Silver,Jewelry,Silver Necklace,342.56,2,685.12,4.0,This is exactly what I needed. Highly recommend to everyone.,Positive,Debit Card,2024-08-18 00:00:00,1
TXN009833,CUST01223,64,Female,Chicago,Bronze,Clothing,T-Shirt,99.23,4,396.92,3.0,It works as described. Nothing extraordinary about it.,Neutral,Google Pay,2022-05-06 00:00:00,0
TXN009806,CUST01697,61,Other,Houston,Silver,Sports,Bicycle,90.19,5,450.95,1.0,Terrible product! Broke after just two days of use. Very disappointed.,Negative,Debit Card,2024-04-14 00:00:00,0
TXN006980,CUST00335,50,Other,Phoenix,Bronze,Home & Kitchen,Coffee Maker,161.39,1,161.39,4.0,Superb quality. Will recommend to all my friends and family.,Positive,Apple Pay,2024-03-03 00:00:00,1
TXN001828,CUST01101,55,Other,San Diego,Bronze,Electronics,Camera,749.12,2,1498.24,2.0,Waste of time and money. Product malfunctioned right out of the box.,Negative,Google Pay,2023-12-18 00:00:00,0
TXN011825,CUST01894,45,Female,Chicago,Bronze,Books,Science Book,38.97,1,38.97,3.0,It works as described. Nothing extraordinary about it.,Neutral,Apple Pay,2022-07-07 00:00:00,0
TXN009155,CUST00778,45,Female,San Antonio,Gold,Sports,Yoga Mat,233.65,2,467.3,1.0,Worst purchase I have made. Product arrived damaged and unusable.,Negative,Credit Card,2022-02-24 00:00:00,0
TXN014635,CUST01248,37,Other,Phoenix,Bronze,Home & Kitchen,Coffee Maker,86.02,2,172.04,3.0,Works most of the time. Quality seems okay for everyday use.,Neutral,PayPal,2022-02-01 00:00:00,0
TXN014956,CUST01564,60,Male,New York,Bronze,Electronics,Camera,555.18,3,1665.54,2.0,Total junk. Stopped working after one week. Avoid this product.,Negative,Google Pay,2022-08-11 00:00:00,1
TXN002377,CUST00749,37,Male,San Jose,Silver,Toys,LEGO Set,62.56,4,250.24,4.0,"Amazing product, works perfectly! Very satisfied with purchase.",Positive,Debit Card,2023-12-31 00:00:00,1
TXN008552,CUST00168,62,Male,San Antonio,Platinum,Grocery,Organic Coffee,57.32,2,114.64,2.0,Very poor quality. I would not recommend this product to anyone.,Negative,Apple Pay,2022-04-29 00:00:00,0
TXN003840,CUST01251,57,Other,Philadelphia,Silver,Jewelry,Watch,201.87,5,1009.35,3.0,It's fine I guess. Does what it says but looks cheap.,Neutral,PayPal,2023-01-17 00:00:00,0
TXN014626,CUST01344,34,Other,San Diego,Platinum,Books,Science Book,29.02,3,87.06,4.0,Great quality and fast shipping. Will definitely buy again.,Positive,PayPal,2023-02-26 00:00:00,1
